TIME                     OPNAM  # OPS/SEC p50(ms) p95(ms) p99(ms)    pMax
2020-10-01T02:24:15.356Z write  3   238.7     5.8    10.5    18.9   570.4
2020-10-01T02:25:15.353Z write  3   234.6     5.8    11.0    22.0   604.0
2020-10-01T02:26:15.349Z write  3   253.4     5.5     9.4    15.2    83.9
2020-10-01T02:27:15.346Z write  3   233.7     5.8    10.5    19.9   637.5
2020-10-01T02:28:15.343Z write  3   234.3     5.8    11.0    22.0   671.1
2020-10-01T02:29:15.340Z write  3   253.7     5.5     9.4    14.7   121.6
2020-10-01T02:30:15.336Z write  3   239.3     5.8    10.5    17.8   268.4
2020-10-01T02:31:15.333Z write  3   229.6     5.8    11.0    22.0   604.0
2020-10-01T02:32:15.329Z write  3   247.9     5.5    10.0    16.3   570.4
2020-10-01T02:33:15.326Z write  3   245.4     5.8    10.0    17.8   604.0
2020-10-01T02:34:15.322Z write  3   238.8     5.8    10.5    19.9   570.4
2020-10-01T02:35:15.319Z write  3   241.0     5.5    10.5    19.9   604.0
2020-10-01T02:36:15.315Z write  3   238.9     5.8    10.5    18.9   671.1
2020-10-01T02:37:15.312Z write  3   228.4     5.8    11.0    19.9   805.3
2020-10-01T02:38:15.309Z write  3   238.8     5.8    10.0    17.8   570.4
2020-10-01T02:39:15.305Z write  3   245.4     5.8    10.0    15.7   604.0
2020-10-01T02:40:15.302Z write  3   226.6     5.8    11.5    24.1   604.0
2020-10-01T02:41:15.299Z write  3   241.2     5.8    10.5    18.9   142.6
2020-10-01T02:42:15.295Z write  3   245.8     5.5    10.0    16.8   570.4
2020-10-01T02:43:15.292Z write  3   225.6     5.8    11.5    23.1   570.4
2020-10-01T02:44:15.288Z write  3   240.5     5.8    10.5    17.8   520.1
2020-10-01T02:45:15.285Z write  3   247.2     5.8    10.0    16.3   536.9
2020-10-01T02:46:15.282Z write  3   233.3     5.8    11.0    22.0   771.8
2020-10-01T02:47:15.278Z write  3   238.5     5.8    10.5    18.9   738.2
2020-10-01T02:48:15.275Z write  3   246.8     5.5     9.4    16.3   637.5
2020-10-01T02:49:15.272Z write  3   238.3     5.8    10.5    22.0   570.4
2020-10-01T02:50:15.268Z write  3   238.6     5.8    11.0    21.0   486.5
2020-10-01T02:50:54.095Z write  3   268.7     5.5     9.4    15.7   302.0
