TIME                     OPNAM  # OPS/SEC p50(ms) p95(ms) p99(ms)    pMax
2020-11-10T23:01:01.694Z write  1    68.0     3.1     4.5     5.5     5.5
2020-11-10T23:01:02.694Z  read  1   271.9     2.1     4.7     7.9     8.9
2020-11-10T23:01:02.694Z write  1    61.0     3.3     6.0    11.0    11.0
2020-11-10T23:01:03.694Z  read  1   271.1     2.0     3.4     4.1     5.2
2020-11-10T23:01:03.694Z write  1    62.0     3.3     4.5     5.8     5.8
2020-11-10T23:01:04.694Z  read  1   265.0     2.0     3.1     4.2     8.4
2020-11-10T23:01:04.694Z write  1    68.0     3.0     3.9     7.1     7.1
2020-11-10T23:01:05.695Z  read  1   265.9     2.0     3.1     4.5     8.4
2020-11-10T23:01:05.695Z write  1    67.0     3.0     4.1     5.2     5.2
2020-11-10T23:01:06.694Z  read  1   277.1     2.0     3.0     3.8     4.7
2020-11-10T23:01:06.694Z write  1    57.0     3.1     4.1     4.2     4.2
2020-11-10T23:01:07.694Z  read  1   267.9     2.0     3.0     3.8     5.0
2020-11-10T23:01:07.694Z write  1    64.0     3.3     4.5     5.5     5.5
2020-11-10T23:01:08.694Z  read  1   273.1     2.1     3.4     5.2     6.6
2020-11-10T23:01:08.694Z write  1    60.0     3.4     5.5     7.1     7.1
2020-11-10T23:01:09.694Z  read  1   261.9     2.0     3.1     4.2     8.4
2020-11-10T23:01:09.694Z write  1    71.0     3.3     4.2     9.4     9.4
2020-11-10T23:01:10.694Z  read  1   275.1     2.0     3.3     4.7     7.9
2020-11-10T23:01:10.694Z write  1    58.0     3.1     4.1     5.8     5.8
2020-11-10T23:01:11.694Z  read  1   251.1     2.1     3.4     5.0     7.9
2020-11-10T23:01:11.694Z write  1    82.0     3.1     4.2     5.8     5.8
2020-11-10T23:01:12.695Z  read  1   270.8     2.1     3.3     3.8     5.2
2020-11-10T23:01:12.695Z write  1    61.9     3.3     4.2     6.3     6.3
2020-11-10T23:01:13.694Z  read  1   269.2     2.1     3.3     5.5     6.3
2020-11-10T23:01:13.694Z write  1    64.1     3.4     4.5     5.0     5.0
2020-11-10T23:01:14.694Z  read  1   256.9     2.1     3.3     3.9     5.2
2020-11-10T23:01:14.694Z write  1    75.0     3.3     4.5     5.2     5.2
2020-11-10T23:01:15.695Z  read  1   270.9     2.0     3.3     3.9     4.5
2020-11-10T23:01:15.695Z write  1    63.0     3.3     4.1     6.3     6.3
2020-11-10T23:01:16.694Z  read  1   275.2     2.0     3.1     4.7     5.5
2020-11-10T23:01:16.694Z write  1    59.0     3.4     4.2     6.8     6.8
2020-11-10T23:01:17.694Z  read  1   268.0     2.0     3.1     4.1     7.6
